iters,samples,run,position,chosen_char,correct_char,chosen_score_ns,second_char,second_score_ns,gap_ns,gap_ratio,was_correct,partial_guess
10000,100,26,1,4,4,51248,l,35848,15400,1.4295916090158447,true,r4
10000,100,26,2,n,n,76263,b,51251,25012,1.4880295018633782,true,r4n
10000,100,26,3,d,d,102413,Q,76850,25563,1.3326350032530905,true,r4nd
10000,100,26,4,o,o,127893,4,102975,24918,1.2419810633648944,true,r4ndo
10000,100,26,5,m,m,153343,6,128058,25285,1.1974495931531024,true,r4ndom
10000,100,26,6,P,P,179345,l,154905,24440,1.1577741196217037,true,r4ndomP
10000,100,26,7,@,@,204871,s,180976,23895,1.132034081867209,true,r4ndomP@
10000,100,26,8,s,s,230463,Q,208021,22442,1.1078833387013811,true,r4ndomP@s
10000,100,26,9,s,s,256255,U,230990,25265,1.109377029308628,true,r4ndomP@ss
10000,100,27,0,r,r,25646,W,31,25615,827.2903225806451,true,r
10000,100,27,1,4,4,51251,b,25713,25538,1.993194104149652,true,r4
10000,100,27,2,n,n,76836,C,51250,25586,1.4992390243902438,true,r4n
10000,100,27,3,d,d,102246,#,77778,24468,1.3145876726066497,true,r4nd
10000,100,27,4,o,o,128038,g,102450,25588,1.2497608589555882,true,r4ndo
10000,100,27,5,m,m,151668,C,128695,22973,1.1785073235168422,true,r4ndom
10000,100,27,6,P,P,179265,!,153735,25530,1.1660649819494584,true,r4ndomP
10000,100,27,7,@,@,204891,!,179451,25440,1.141765718775599,true,r4ndomP@
10000,100,27,8,s,s,230593,t,206426,24167,1.1170734306724928,true,r4ndomP@s
10000,100,27,9,s,s,256203,7,230833,25370,1.1099062958935682,true,r4ndomP@ss
10000,100,28,0,r,r,25640,%,31,25609,827.0967741935484,true,r
10000,100,28,1,4,4,51170,b,27548,23622,1.8574851168868884,true,r4
10000,100,28,2,n,n,76798,%,51558,25240,1.4895457542961326,true,r4n
10000,100,28,3,d,d,102483,b,77300,25183,1.3257826649417852,true,r4nd
10000,100,28,4,o,o,128780,n,103503,25277,1.24421514352241,true,r4ndo
10000,100,28,5,m,m,153630,7,129708,23922,1.184429641965029,true,r4ndom
10000,100,28,6,P,P,179258,6,156556,22702,1.1450088147372186,true,r4ndomP
10000,100,28,7,@,@,204886,9,181635,23251,1.128009469540562,true,r4ndomP@
10000,100,28,8,s,s,228958,f,206943,22015,1.1063819505854269,true,r4ndomP@s
10000,100,28,9,s,s,256176,x,232058,24118,1.1039309138232682,true,r4ndomP@ss
10000,100,29,0,r,r,25658,t,30,25628,855.2666666666667,true,r
10000,100,29,1,4,4,51176,b,26766,24410,1.9119778823881044,true,r4
10000,100,29,2,n,n,76846,f,51438,25408,1.4939538862319686,true,r4n
10000,100,29,3,d,d,102345,R,76850,25495,1.3317501626545218,true,r4nd
10000,100,29,4,o,o,127858,*,103033,24825,1.2409422223947668,true,r4ndo
10000,100,29,5,m,m,153640,a,128305,25335,1.1974591792993259,true,r4ndom
10000,100,29,6,P,P,179276,C,154421,24855,1.160956087578762,true,r4ndomP
10000,100,29,7,@,@,205073,#,180736,24337,1.1346549663597734,true,r4ndomP@
10000,100,29,8,s,s,228686,*,205700,22986,1.1117452600875062,true,r4ndomP@s
10000,100,29,9,s,s,256093,J,231051,25042,1.10838299769315,true,r4ndomP@ss
10000,100,30,0,r,r,25650,m,31,25619,827.4193548387096,true,r
10000,100,30,1,4,4,51246,c,25660,25586,1.997116134060795,true,r4
10000,100,30,2,n,n,76841,N,51371,25470,1.4958050261820872,true,r4n
10000,100,30,3,d,d,101963,Q,77326,24637,1.3186121097690298,true,r4nd
10000,100,30,4,o,o,126851,T,102958,23893,1.2320655024378873,true,r4ndo
10000,100,30,5,m,m,153650,C,128263,25387,1.197929254734413,true,r4ndom
10000,100,30,6,P,P,178906,a,153656,25250,1.1643281095433957,true,r4ndomP
10000,100,30,7,@,@,203663,E,179308,24355,1.1358277377473398,true,r4ndomP@
10000,100,30,8,s,s,230453,m,205196,25257,1.1230871946821575,true,r4ndomP@s
10000,100,30,9,s,s,255148,f,230581,24567,1.1065439043112832,true,r4ndomP@ss
10000,100,31,0,r,r,25500,$,28,25472,910.7142857142857,true,r
10000,100,31,1,4,4,51235,*,25656,25579,1.9969987527284065,true,r4
10000,100,31,2,n,n,76855,e,51253,25602,1.4995219792012175,true,r4n
10000,100,31,3,d,d,102440,!,77056,25384,1.329422757475083,true,r4nd
10000,100,31,4,o,o,128033,L,102621,25412,1.2476296274641643,true,r4ndo
10000,100,31,5,m,m,153640,h,128466,25174,1.1959584637180265,true,r4ndom
10000,100,31,6,P,P,180320,t,157168,23152,1.1473073399165223,true,r4ndomP
10000,100,31,7,@,@,204645,j,180773,23872,1.1320551188507133,true,r4ndomP@
10000,100,31,8,s,s,231821,%,206351,25470,1.123430465565953,true,r4ndomP@s
10000,100,31,9,s,s,256093,6,231941,24152,1.104129929594164,true,r4ndomP@ss
10000,100,32,0,r,r,25953,w,30,25923,865.1,true,r
10000,100,32,1,4,4,51241,n,26103,25138,1.9630310692257595,true,r4
10000,100,32,2,n,n,77215,z,51545,25670,1.4980114463090504,true,r4n
10000,100,32,3,d,d,102788,u,78126,24662,1.3156695594296393,true,r4nd
10000,100,32,4,o,o,128465,N,104153,24312,1.2334258254683015,true,r4ndo
10000,100,32,5,m,m,155488,G,131966,23522,1.1782428807420093,true,r4ndom
10000,100,32,6,P,P,180498,I,158803,21695,1.136615807006165,true,r4ndomP
10000,100,32,7,@,@,204998,G,182755,22243,1.1217093923558863,true,r4ndomP@
10000,100,32,8,s,s,233255,^,207306,25949,1.1251724503873501,true,r4ndomP@s
10000,100,32,9,s,s,257695,C,232818,24877,1.1068517039060555,true,r4ndomP@ss
10000,100,33,0,r,r,25800,c,38,25762,678.9473684210526,true,r
10000,100,33,1,4,4,51768,a,26121,25647,1.981853680946365,true,r4
10000,100,33,2,n,n,77475,d,51851,25624,1.4941852616150122,true,r4n
10000,100,33,3,d,d,103301,u,77738,25563,1.3288353186343873,true,r4nd
10000,100,33,4,o,o,128421,#,103041,25380,1.2463097213730456,true,r4ndo
10000,100,33,5,m,m,154563,H,135658,18905,1.1393577968125728,true,r4ndom
10000,100,33,6,P,P,179050,g,155531,23519,1.1512174421819443,true,r4ndomP
10000,100,33,7,@,@,207345,1,181751,25594,1.1408190326325578,true,r4ndomP@
10000,100,33,8,s,s,230261,f,207218,23043,1.1112017295794767,true,r4ndomP@s
10000,100,33,9,s,s,257823,p,235475,22348,1.0949060409809959,true,r4ndomP@ss
10000,100,34,0,r,r,25675,k,30,25645,855.8333333333334,true,r
10000,100,34,1,4,4,51248,b,25981,25267,1.972518378815288,true,r4
10000,100,34,2,n,n,76833,F,51628,25205,1.4882040753079724,true,r4n
10000,100,34,3,d,d,102431,H,77740,24691,1.3176099819912528,true,r4nd
10000,100,34,4,o,o,128035,c,103036,24999,1.2426239372646453,true,r4ndo
10000,100,34,5,m,m,153640,a,128146,25494,1.1989449534125138,true,r4ndom
10000,100,34,6,P,P,179215,1,155301,23914,1.1539848423384267,true,r4ndomP
10000,100,34,7,@,@,204816,0,179351,25465,1.1419841539773963,true,r4ndomP@
10000,100,34,8,s,s,230496,j,205915,24581,1.1193744991865575,true,r4ndomP@s
10000,100,34,9,s,s,256156,O,230703,25453,1.1103279974686069,true,r4ndomP@ss
10000,100,35,0,r,r,25645,J,31,25614,827.258064516129,true,r
10000,100,35,1,4,4,51250,x,26011,25239,1.97032024912537,true,r4
10000,100,35,2,n,n,76841,X,51843,24998,1.4821866018556025,true,r4n
10000,100,35,3,d,d,102433,5,77300,25133,1.3251358344113842,true,r4nd
10000,100,35,4,o,o,128463,p,104011,24452,1.235090519272,true,r4ndo
10000,100,35,5,m,m,154485,n,129153,25332,1.1961394624979675,true,r4ndom
10000,100,35,6,P,P,179175,^,154098,25077,1.162734104271308,true,r4ndomP
10000,100,35,7,@,@,204900,g,181006,23894,1.1320066738119179,true,r4ndomP@
10000,100,35,8,s,s,230485,S,204985,25500,1.1243993462936313,true,r4ndomP@s
10000,100,35,9,s,s,256106,4,232418,23688,1.1019198168816529,true,r4ndomP@ss
10000,100,36,0,r,r,25645,o,31,25614,827.258064516129,true,r
10000,100,36,1,4,4,51253,U,25953,25300,1.9748391322775787,true,r4
10000,100,36,2,n,n,76848,L,51260,25588,1.4991806476785017,true,r4n
10000,100,36,3,d,d,102435,$,76855,25580,1.332834558584347,true,r4nd
10000,100,36,4,o,o,128040,Y,103465,24575,1.2375199342772918,true,r4ndo
10000,100,36,5,m,m,154293,e,130116,24177,1.1858111223831043,true,r4ndom
10000,100,36,6,P,P,179283,$,155091,24192,1.1559858405710195,true,r4ndomP
10000,100,36,7,@,@,204846,b,181688,23158,1.1274602615472678,true,r4ndomP@
10000,100,36,8,s,s,230473,w,205853,24620,1.1195999086726935,true,r4ndomP@s
10000,100,36,9,s,s,256151,T,232598,23553,1.1012605439427683,true,r4ndomP@ss
10000,100,37,0,r,r,25598,E,43,25555,595.3023255813954,true,r
10000,100,37,1,4,4,51246,8,25660,25586,1.997116134060795,true,r4
10000,100,37,2,n,n,76841,Q,51276,25565,1.4985763320071768,true,r4n
10000,100,37,3,d,d,102320,S,77300,25020,1.3236739974126779,true,r4nd
10000,100,37,4,o,o,128035,r,103870,24165,1.232646577452585,true,r4ndo
10000,100,37,5,m,m,153636,X,128795,24841,1.1928723941146784,true,r4ndom
10000,100,37,6,P,P,179240,*,154528,24712,1.1599192379374612,true,r4ndomP
10000,100,37,7,@,@,204803,J,181318,23485,1.1295238200288995,true,r4ndomP@
10000,100,37,8,s,s,230261,B,206668,23593,1.1141589409100587,true,r4ndomP@s
10000,100,37,9,s,s,256086,4,232986,23100,1.0991475882671062,true,r4ndomP@ss
10000,100,38,0,r,r,25648,b,28,25620,916,true,r
10000,100,38,1,4,4,51170,b,25803,25367,1.9831027399914738,true,r4
10000,100,38,2,n,n,76841,h,51368,25473,1.4958923843638063,true,r4n
10000,100,38,3,d,d,102453,2,77643,24810,1.319539430470229,true,r4nd
10000,100,38,4,o,o,129528,n,103640,25888,1.24978772674643,true,r4ndo
10000,100,38,5,m,m,151711,c,129020,22691,1.1758719578359944,true,r4ndom
10000,100,38,6,P,P,179301,b,154116,25185,1.1634158685665343,true,r4ndomP
10000,100,38,7,@,@,205600,6,181326,24274,1.1338693844236347,true,r4ndomP@
10000,100,38,8,s,s,229860,V,206935,22925,1.110783579384831,true,r4ndomP@s
10000,100,38,9,s,s,257898,B,233653,24245,1.1037649848279285,true,r4ndomP@ss
10000,100,39,0,r,r,25503,v,33,25470,772.8181818181819,true,r
10000,100,39,1,4,4,51246,b,25875,25371,1.9805217391304348,true,r4
10000,100,39,2,n,n,76845,4,51545,25300,1.4908332524978174,true,r4n
10000,100,39,3,d,d,102418,g,76850,25568,1.3327000650618088,true,r4nd
10000,100,39,4,o,o,127836,M,102471,25365,1.2475334484878648,true,r4ndo
10000,100,39,5,m,m,153633,L,128088,25545,1.1994332021735057,true,r4ndom
10000,100,39,6,P,P,178808,u,153685,25123,1.1634707355955363,true,r4ndomP
10000,100,39,7,@,@,204841,7,179663,25178,1.1401401512832359,true,r4ndomP@
10000,100,39,8,s,s,230596,B,205375,25221,1.122804625684723,true,r4ndomP@s
10000,100,39,9,s,s,256118,%,234841,21277,1.0906017262743728,true,r4ndomP@ss
10000,100,40,0,r,r,25646,J,31,25615,827.2903225806451,true,r
10000,100,40,1,4,4,51240,N,25680,25560,1.9953271028037383,true,r4
10000,100,40,2,n,n,76831,u,51543,25288,1.4906194827619657,true,r4n
10000,100,40,3,d,d,102435,K,77055,25380,1.3293751216663423,true,r4nd
10000,100,40,4,o,o,127296,F,102588,24708,1.2408468826763364,true,r4ndo
10000,100,40,5,m,m,153626,J,128295,25331,1.1974433921820804,true,r4ndom
10000,100,40,6,P,P,179175,p,153835,25340,1.1647219423408197,true,r4ndomP
10000,100,40,7,@,@,203775,&,179300,24475,1.1365030674846626,true,r4ndomP@
10000,100,40,8,s,s,230530,a,206053,24477,1.1187898259185745,true,r4ndomP@s
10000,100,40,9,s,s,256385,8,231698,24687,1.1065481790952014,true,r4ndomP@ss
10000,100,41,0,r,r,25528,o,43,25485,593.6744186046511,true,r
10000,100,41,1,4,4,50425,b,25810,24615,1.9537001162340177,true,r4
10000,100,41,2,n,n,76068,9,51258,24810,1.4840220063209646,true,r4n
10000,100,41,3,d,d,102430,k,76848,25582,1.3328909015198833,true,r4nd
10000,100,41,4,o,o,128031,J,102980,25051,1.2432608273451156,true,r4ndo
10000,100,41,5,m,m,153473,y,128558,24915,1.1938035750400597,true,r4ndom
10000,100,41,6,P,P,179298,r,153733,25565,1.166294809832632,true,r4ndomP
10000,100,41,7,@,@,206520,7,180661,25859,1.14313548579937,true,r4ndomP@
10000,100,41,8,s,s,232538,o,209191,23347,1.1116061398434922,true,r4ndomP@s
10000,100,41,9,s,s,256201,O,232496,23705,1.1019587433762301,true,r4ndomP@ss
10000,100,42,0,r,r,25660,e,31,25629,827.741935483871,true,r
10000,100,42,1,4,4,51246,b,28391,22855,1.8050086294952625,true,r4
10000,100,42,2,n,n,76840,L,52525,24315,1.46292241789624,true,r4n
10000,100,42,3,d,d,102575,7,77645,24930,1.3210766952154034,true,r4nd
10000,100,42,4,o,o,128036,#,105191,22845,1.2171763744046544,true,r4ndo
10000,100,42,5,m,m,153328,r,128230,25098,1.1957264290727598,true,r4ndom
10000,100,42,6,P,P,179235,m,153718,25517,1.1659987769812254,true,r4ndomP
10000,100,42,7,@,@,204186,k,183655,20531,1.1117911301080832,true,r4ndomP@
10000,100,42,8,s,s,229123,P,205280,23843,1.1161486749805145,true,r4ndomP@s
10000,100,42,9,s,s,256023,R,231993,24030,1.1035807114869844,true,r4ndomP@ss
10000,100,43,0,r,r,25645,k,33,25612,777.1212121212121,true,r
10000,100,43,1,4,4,50945,b,30456,20489,1.6727410034147623,true,r4
10000,100,43,2,n,n,75898,&,51253,24645,1.4808499014691823,true,r4n
10000,100,43,3,d,d,102343,m,76848,25495,1.3317587965854674,true,r4nd
10000,100,43,4,o,o,128033,b,104245,23788,1.2281931987145667,true,r4ndo
10000,100,43,5,m,m,153623,j,128800,24823,1.192725155279503,true,r4ndom
10000,100,43,6,P,P,179273,C,154156,25117,1.1629323542385634,true,r4ndomP
10000,100,43,7,@,@,204401,S,179366,25035,1.1395749473144297,true,r4ndomP@
10000,100,43,8,s,s,230538,*,205470,25068,1.1220032121477588,true,r4ndomP@s
10000,100,43,9,s,s,255818,f,231506,24312,1.1050167166293745,true,r4ndomP@ss
10000,100,44,0,r,r,25650,v,31,25619,827.4193548387096,true,r
10000,100,44,1,4,4,51240,c,26280,24960,1.9497716894977168,true,r4
10000,100,44,2,n,n,76846,#,51250,25596,1.4994341463414633,true,r4n
10000,100,44,3,d,d,102443,5,76853,25590,1.3329733387115663,true,r4nd
10000,100,44,4,o,o,128041,g,102451,25590,1.249777942626231,true,r4ndo
10000,100,44,5,m,m,153631,8,128800,24831,1.1927872670807453,true,r4ndom
10000,100,44,6,P,P,179245,#,154006,25239,1.1638832253288833,true,r4ndomP
10000,100,44,7,@,@,205778,R,180358,25420,1.1409419044345135,true,r4ndomP@
10000,100,44,8,s,s,231070,$,206116,24954,1.1210677482582623,true,r4ndomP@s
10000,100,44,9,s,s,256085,7,232293,23792,1.1024223717460278,true,r4ndomP@ss
10000,100,45,0,r,r,25800,&,31,25769,832.258064516129,true,r
10000,100,45,1,4,4,51470,b,27838,23632,1.8489115597384869,true,r4
10000,100,45,2,n,n,77208,!,51541,25667,1.4979918899516889,true,r4n
10000,100,45,3,d,d,103001,5,77300,25701,1.33248382923674,true,r4nd
10000,100,45,4,o,o,128681,i,103031,25650,1.2489541982510117,true,r4ndo
10000,100,45,5,m,m,152688,^,129378,23310,1.1801697351945462,true,r4ndom
10000,100,45,6,P,P,176948,a,154575,22373,1.1447387999353065,true,r4ndomP
10000,100,45,7,@,@,203675,P,179301,24374,1.135939007590588,true,r4ndomP@
10000,100,45,8,s,s,227303,j,203808,23495,1.1152800675145236,true,r4ndomP@s
10000,100,45,9,s,s,252728,b,232521,20207,1.086903978565377,true,r4ndomP@ss
10000,100,46,0,r,r,25473,H,31,25442,821.7096774193549,true,r
10000,100,46,1,4,4,50235,c,27310,22925,1.839436103991212,true,r4
10000,100,46,2,n,n,75956,q,50951,25005,1.490765637573355,true,r4n
10000,100,46,3,d,d,101046,m,76400,24646,1.3225916230366492,true,r4nd
10000,100,46,4,o,o,126500,c,103028,23472,1.2278215630702334,true,r4ndo
10000,100,46,5,m,m,151791,y,127555,24236,1.1900043118654697,true,r4ndom
10000,100,46,6,P,P,176981,a,152655,24326,1.1593527889685893,true,r4ndomP
10000,100,46,7,@,@,203673,M,178268,25405,1.1425101532524065,true,r4ndomP@
10000,100,46,8,s,s,227581,a,203268,24313,1.1196105633941398,true,r4ndomP@s
10000,100,46,9,s,s,252658,7,229245,23413,1.1021309079805448,true,r4ndomP@ss
10000,100,47,0,r,r,25500,o,31,25469,822.5806451612904,true,r
10000,100,47,1,4,4,50100,c,27266,22834,1.8374532384654882,true,r4
10000,100,47,2,n,n,76400,N,50953,25447,1.4994210350715365,true,r4n
10000,100,47,3,d,d,101345,M,76858,24487,1.3186005360535014,true,r4nd
10000,100,47,4,o,o,126375,a,101645,24730,1.2432977519799302,true,r4ndo
10000,100,47,5,m,m,151725,a,127300,24425,1.1918695993715633,true,r4ndom
10000,100,47,6,P,P,176568,a,152598,23970,1.157079385050918,true,r4ndomP
10000,100,47,7,@,@,201805,w,178853,22952,1.1283288510676366,true,r4ndomP@
10000,100,47,8,s,s,228305,B,203871,24434,1.1198502974920415,true,r4ndomP@s
10000,100,47,9,s,s,251346,x,228586,22760,1.0995686524984032,true,r4ndomP@ss
10000,100,48,0,r,r,25365,b,28,25337,905.8928571428571,true,r
10000,100,48,1,4,4,50141,c,25361,24780,1.9770908087220536,true,r4
10000,100,48,2,n,n,75816,G,51241,24575,1.479596416931754,true,r4n
10000,100,48,3,d,d,101558,a,76400,25158,1.3292931937172774,true,r4nd
10000,100,48,4,o,o,125738,#,101851,23887,1.2345288706050996,true,r4ndo
10000,100,48,5,m,m,152118,A,130533,21585,1.1653604835558824,true,r4ndom
10000,100,48,6,P,P,175915,G,153508,22407,1.1459663340021367,true,r4ndomP
10000,100,48,7,@,@,202891,!,178435,24456,1.1370583125507887,true,r4ndomP@
10000,100,48,8,s,s,227908,B,204101,23807,1.11664323055742,true,r4ndomP@s
10000,100,48,9,s,s,252760,R,228786,23974,1.104787880377296,true,r4ndomP@ss
10000,100,49,0,r,r,25500,%,28,25472,910.7142857142857,true,r
10000,100,49,1,4,4,50388,c,26338,24050,1.9131293188548866,true,r4
10000,100,49,2,n,n,75675,I,50821,24854,1.4890498022471026,true,r4n
10000,100,49,3,d,d,101716,H,76400,25316,1.3313612565445025,true,r4nd
10000,100,49,4,o,o,126685,s,101918,24767,1.2430090857355913,true,r4ndo
10000,100,49,5,m,m,153100,7,128131,24969,1.194870874339543,true,r4ndom
10000,100,49,6,P,P,180318,x,154565,25753,1.1666159868016692,true,r4ndomP
10000,100,49,7,@,@,206036,e,180853,25183,1.1392456857226587,true,r4ndomP@
10000,100,49,8,s,s,229783,V,207031,22752,1.1098965855354994,true,r4ndomP@s
10000,100,49,9,s,s,252768,a,233118,19650,1.0842920752580238,true,r4ndomP@ss
10000,100,50,0,r,r,25500,N,30,25470,850,true,r
10000,100,50,1,4,4,50951,c,26561,24390,1.918263619592636,true,r4
10000,100,50,2,n,n,77786,o,51986,25800,1.4962874620090025,true,r4n
10000,100,50,3,d,d,102273,*,78831,23442,1.2973703238573657,true,r4nd
10000,100,50,4,o,o,127918,8,102928,24990,1.242791077257889,true,r4ndo
10000,100,50,5,m,m,153026,l,133566,19460,1.1456957608972342,true,r4ndom
10000,100,50,6,P,P,177016,a,153246,23770,1.155110084439398,true,r4ndomP
10000,100,50,7,@,@,201101,J,179338,21763,1.1213518607322486,true,r4ndomP@
10000,100,50,8,s,s,227453,E,203801,23652,1.1160543863867203,true,r4ndomP@s
10000,100,50,9,s,s,252441,l,229306,23135,1.1008913853104585,true,r4ndomP@ss
10000,200,1,0,r,r,25755,1,31,25724,830.8064516129032,true,r
10000,200,1,1,4,4,50379,m,25500,24879,1.9756470588235293,true,r4
10000,200,1,2,n,n,75289,K,50945,24344,1.477848660319953,true,r4n
10000,200,1,3,d,d,101057,6,76596,24461,1.3193508799415112,true,r4nd
10000,200,1,4,o,o,126214,8,101779,24435,1.2400789946845616,true,r4ndo
10000,200,1,5,m,m,151306,T,127309,23997,1.1884941363140076,true,r4ndom
10000,200,1,6,P,P,176778,B,153194,23584,1.1539485880648068,true,r4ndomP
10000,200,1,7,@,@,202505,t,181015,21490,1.1187194431400713,true,r4ndomP@
10000,200,1,8,s,s,227539,&,203741,23798,1.1168051594917077,true,r4ndomP@s
10000,200,1,9,s,s,252851,i,229934,22917,1.0996677307401255,true,r4ndomP@ss
10000,200,2,0,r,r,25500,c,27,25473,944.4444444444445,true,r
10000,200,2,1,4,4,50141,b,25500,24641,1.9663137254901961,true,r4
10000,200,2,2,n,n,75547,J,50950,24597,1.482767419038273,true,r4n
10000,200,2,3,d,d,100986,9,76910,24076,1.3130412170068912,true,r4nd
10000,200,2,4,o,o,126275,@,102549,23726,1.2313625681381584,true,r4ndo
10000,200,2,5,m,m,153660,V,130399,23261,1.1783832698103514,true,r4ndom
10000,200,2,6,P,P,176685,M,157695,18990,1.1204223342528299,true,r4ndomP
10000,200,2,7,@,@,202500,H,178236,24264,1.1361341143203394,true,r4ndomP@
10000,200,2,8,s,s,227443,@,203561,23882,1.1173210978527321,true,r4ndomP@s
10000,200,2,9,s,s,252686,^,229092,23594,1.1029891921149582,true,r4ndomP@ss
10000,200,3,0,r,r,25500,s,28,25472,910.7142857142857,true,r
10000,200,3,1,4,4,50220,b,25500,24720,1.9694117647058824,true,r4
10000,200,3,2,n,n,75673,I,50954,24719,1.4851238371864819,true,r4n
10000,200,3,3,d,d,100533,n,76216,24317,1.3190537419964312,true,r4nd
10000,200,3,4,o,o,125849,!,101352,24497,1.24170218643934,true,r4ndo
10000,200,3,5,m,m,151636,R,127300,24336,1.1911704634721132,true,r4ndom
10000,200,3,6,P,P,176901,S,152755,24146,1.158070112271284,true,r4ndomP
10000,200,3,7,@,@,202190,H,178275,23915,1.134146683494601,true,r4ndomP@
10000,200,3,8,s,s,228435,A,204220,24215,1.1185731074331604,true,r4ndomP@s
10000,200,3,9,s,s,252948,O,228491,24457,1.1070370386579778,true,r4ndomP@ss
10000,200,4,0,r,r,25500,j,28,25472,910.7142857142857,true,r
10000,200,4,1,4,4,50865,d,25500,25365,1.994705882352941,true,r4
10000,200,4,2,n,n,75669,D,51020,24649,1.4831242649941199,true,r4n
10000,200,4,3,d,d,100702,0,76851,23851,1.3103538015120169,true,r4nd
10000,200,4,4,o,o,126404,t,102582,23822,1.2322239769160281,true,r4ndo
10000,200,4,5,m,m,152510,7,127379,25131,1.1972931173898367,true,r4ndom
10000,200,4,6,P,P,176530,&,154951,21579,1.1392633800362695,true,r4ndomP
10000,200,4,7,@,@,201990,m,182715,19275,1.1054921599211887,true,r4ndomP@
10000,200,4,8,s,s,227610,E,206710,20900,1.1011078322287262,true,r4ndomP@s
10000,200,4,9,s,s,252804,S,229029,23775,1.1038078147308856,true,r4ndomP@ss
10000,200,5,0,r,r,25505,A,28,25477,910.8928571428571,true,r
10000,200,5,1,4,4,50382,b,25500,24882,1.9757647058823529,true,r4
10000,200,5,2,n,n,75768,w,50950,24818,1.4871050049067713,true,r4n
10000,200,5,3,d,d,100859,6,76582,24277,1.317006607296754,true,r4nd
10000,200,5,4,o,o,125836,h,102581,23255,1.2266989013560017,true,r4ndo
10000,200,5,5,m,m,150905,N,127318,23587,1.1852605287547715,true,r4ndom
10000,200,5,6,P,P,175795,W,152886,22909,1.1498436743717542,true,r4ndomP
10000,200,5,7,@,@,202142,F,178246,23896,1.1340619144328625,true,r4ndomP@
10000,200,5,8,s,s,226123,#,203706,22417,1.110045850392232,true,r4ndomP@s
10000,200,5,9,s,s,253166,8,228444,24722,1.108219082138292,true,r4ndomP@ss
10000,200,6,0,r,r,25500,g,27,25473,944.4444444444445,true,r
10000,200,6,1,4,4,50347,c,25500,24847,1.9743921568627452,true,r4
10000,200,6,2,n,n,75638,u,51232,24406,1.4763819487820113,true,r4n
10000,200,6,3,d,d,101254,L,76579,24675,1.3222162733908773,true,r4nd
10000,200,6,4,o,o,126305,x,101571,24734,1.2435143889496016,true,r4ndo
10000,200,6,5,m,m,151285,U,128031,23254,1.181627886996118,true,r4ndom
10000,200,6,6,P,P,177463,7,154569,22894,1.1481150812905563,true,r4ndomP
10000,200,6,7,@,@,202870,d,180515,22355,1.123840124089411,true,r4ndomP@
10000,200,6,8,s,s,226491,Q,203807,22684,1.1113013782647307,true,r4ndomP@s
10000,200,6,9,s,s,252671,%,228806,23865,1.1043023347289844,true,r4ndomP@ss
10000,200,7,0,r,r,25500,C,27,25473,944.4444444444445,true,r
10000,200,7,1,4,4,50456,b,25568,24888,1.9734042553191489,true,r4
10000,200,7,2,n,n,75882,u,50949,24933,1.4893717246658422,true,r4n
10000,200,7,3,d,d,101138,Y,76392,24746,1.3239344433972144,true,r4nd
10000,200,7,4,o,o,126311,C,101905,24406,1.2394975712673568,true,r4ndo
10000,200,7,5,m,m,150750,7,128199,22551,1.1759062083167575,true,r4ndom
10000,200,7,6,P,P,176683,q,152732,23951,1.1568171699447398,true,r4ndomP
10000,200,7,7,@,@,202488,f,178170,24318,1.1364876241791548,true,r4ndomP@
10000,200,7,8,s,s,227926,#,203582,24344,1.1195783517206825,true,r4ndomP@s
10000,200,7,9,s,s,252765,!,232585,20180,1.0867639787604533,true,r4ndomP@ss
10000,200,8,0,r,r,25915,Z,35,25880,740.4285714285714,true,r
10000,200,8,1,4,4,51168,b,25661,25507,1.99399867503215,true,r4
10000,200,8,2,n,n,76796,l,51240,25556,1.498750975800156,true,r4n
10000,200,8,3,d,d,100623,X,76570,24053,1.3141308606503852,true,r4nd
10000,200,8,4,o,o,125970,a,101560,24410,1.2403505317053958,true,r4ndo
10000,200,8,5,m,m,151273,&,128729,22544,1.1751275936269217,true,r4ndom
10000,200,8,6,P,P,178948,*,155089,23859,1.1538406979218385,true,r4ndomP
10000,200,8,7,@,@,201774,P,181800,19974,1.1098679867986798,true,r4ndomP@
10000,200,8,8,s,s,230472,O,205172,25300,1.1233111730645506,true,r4ndomP@s
10000,200,8,9,s,s,251250,4,232651,18599,1.0799437784492651,true,r4ndomP@ss
10000,200,9,0,r,r,26093,q,49,26044,532.5102040816327,true,r
10000,200,9,1,4,4,50422,a,25644,24778,1.9662299173295898,true,r4
10000,200,9,2,n,n,76400,v,51239,25161,1.4910517379339956,true,r4n
10000,200,9,3,d,d,101280,N,76400,24880,1.3256544502617802,true,r4nd
10000,200,9,4,o,o,126199,Q,102485,23714,1.2313899595062692,true,r4ndo
10000,200,9,5,m,m,151400,a,127452,23948,1.1878981891221794,true,r4ndom
10000,200,9,6,P,P,177285,R,152465,24820,1.1627914603351588,true,r4ndomP
10000,200,9,7,@,@,202530,C,178233,24297,1.136321556614095,true,r4ndomP@
10000,200,9,8,s,s,227660,!,203688,23972,1.1176898000864066,true,r4ndomP@s
10000,200,9,9,s,s,252801,K,230585,22216,1.0963462497560552,true,r4ndomP@ss
10000,200,10,0,r,r,25500,9,44,25456,579.5454545454545,true,r
10000,200,10,1,4,4,50144,a,25500,24644,1.9664313725490197,true,r4
10000,200,10,2,n,n,76101,m,50945,25156,1.4937874178035135,true,r4n
10000,200,10,3,d,d,101173,p,76071,25102,1.3299812017720287,true,r4nd
